144.416491985,3,41
167.165132999,15,4279.5327029228,20,35 
419.503123999,20,35 
62.0888578892,20,15 
57.1170771122,20,15 
37.7277190685,6,14 
23.5331058502,40,14 
21.4801700115,40,14 
80.006499052,40,14 
29.2603750229,40,14 
32.3709969521,40,14 
27.5906448364,40,14 
24.9571211338,40,14 
24.1449899673,40,14 
8.36872911453,40,14 
8.63219594955,40,14 
7.93171405792,40,14 
17.1416640282,40,14 
7.93955993652,40,14 
12.4762220383,40,14 
10.5031440258,40,14 
8.58368802071,40,14 
23.0460751057,40,14 
8.45830082893,40,14 
9.42093110085,40,14 
7.84171199799,40,14 
8.11302280426,40,14 
7.7398891449,40,14 
15.2359468937,40,14 
